VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_TANGENT0.x,in_TANGENT0.y,in_TANGENT0.z,in_TANGENT0.w,in_COLOR0.x,in_COLOR0.y,in_COLOR0.z,in_COLOR0.w,in_TEXCOORD0.x,in_TEXCOORD0.y,in_TEXCOORD1.x,in_TEXCOORD1.y,in_TEXCOORD2.x,in_TEXCOORD2.y
37,1819,146.2578887939453,3.1624224185943604,68.66529846191406,0.0,0.0,1.1210387714598537e-44,0.0,1.0,0.28627450980392155,0.08235294117647059,1.0,1.0,1.0,1.0,1.0,1.0,1.0
38,1820,146.2364959716797,3.163238286972046,68.64488220214844,-6.873541512045003e-27,1.0,1.0,-2.9859047256643293e+29,1.0,0.28627450980392155,0.08235294117647059,1.0,1.0,0.0,1.0,0.0,1.0,0.0
39,1818,146.364013671875,3.4210028648376465,68.5657958984375,0.0,36.741241455078125,1.5074498653411865,15.059810638427734,1.0,0.28627450980392155,0.08235294117647059,1.0,0.0,1.0,0.0,1.0,0.0,1.0
40,1820,146.2364959716797,3.163238286972046,68.64488220214844,-6.873541512045003e-27,1.0,1.0,-2.9859047256643293e+29,1.0,0.28627450980392155,0.08235294117647059,1.0,1.0,0.0,1.0,0.0,1.0,0.0
41,1821,146.34262084960938,3.421818733215332,68.54537963867188,-0.09631356596946716,0.9946323037147522,-0.002220591763034463,-6.873541512045003e-27,1.0,0.28627450980392155,0.08235294117647059,1.0,0.0,0.0,0.0,0.0,0.0,0.0
42,1822,144.2788848876953,3.25419282913208,70.04713439941406,37.138641357421875,1.545985460281372,15.084077835083008,-0.09631356596946716,1.0,0.3568627450980392,0.1450980392156863,1.0,0.0,1.0,0.0,1.0,0.0,1.0
43,1823,144.36453247070312,3.0640065670013428,70.02367401123047,0.0,64376111104.0,4.5201684563725624e-41,36.60616683959961,1.0,0.3568627450980392,0.1450980392156863,1.0,1.0,1.0,1.0,1.0,1.0,1.0
44,1824,144.35211181640625,3.0605509281158447,70.00714874267578,0.0,1.0,0.0,0.0,1.0,0.3568627450980392,0.1450980392156863,1.0,1.0,0.0,1.0,0.0,1.0,0.0
45,1822,144.2788848876953,3.25419282913208,70.04713439941406,37.138641357421875,1.545985460281372,15.084077835083008,-0.09631356596946716,1.0,0.3568627450980392,0.1450980392156863,1.0,0.0,1.0,0.0,1.0,0.0,1.0
46,1824,144.35211181640625,3.0605509281158447,70.00714874267578,0.0,1.0,0.0,0.0,1.0,0.3568627450980392,0.1450980392156863,1.0,1.0,0.0,1.0,0.0,1.0,0.0
47,1825,144.26646423339844,3.250737190246582,70.03060913085938,0.9946323037147522,-0.00222031120210886,6.751615713681311e+20,1.0,1.0,0.3568627450980392,0.1450980392156863,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48,1826,143.0069580078125,4.408224582672119,69.48611450195312,1.5556193590164185,20.991722106933594,-0.09631361067295074,0.9946323037147522,0.7215686274509804,0.0392156862745098,0.00784313725490196,1.0,0.0,1.0,0.0,1.0,0.0,1.0
49,1827,143.0183563232422,4.390773296356201,69.48345184326172,5.605193857299268e-45,0.0,36.59587478637695,1.497817039489746,0.7215686274509804,0.0392156862745098,0.00784313725490196,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50,1828,143.01722717285156,4.39030122756958,69.48175811767578,0.0,0.0,0.0,5.605193857299268e-45,0.7215686274509804,0.0392156862745098,0.00784313725490196,1.0,1.0,0.0,1.0,0.0,1.0,0.0
51,1826,143.0069580078125,4.408224582672119,69.48611450195312,1.5556193590164185,20.991722106933594,-0.09631361067295074,0.9946323037147522,0.7215686274509804,0.0392156862745098,0.00784313725490196,1.0,0.0,1.0,0.0,1.0,0.0,1.0
52,1828,143.01722717285156,4.39030122756958,69.48175811767578,0.0,0.0,0.0,5.605193857299268e-45,0.7215686274509804,0.0392156862745098,0.00784313725490196,1.0,1.0,0.0,1.0,0.0,1.0,0.0
53,1829,143.00582885742188,4.407752513885498,69.48442077636719,-0.0022202699910849333,6.751615713681311e+20,1.0,1.0,0.7215686274509804,0.0392156862745098,0.00784313725490196,1.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1830,146.70738220214844,4.31595516204834,70.1005859375,20.955322265625,-0.09631356596946716,0.9946323037147522,-0.002220357535406947,0.7529411764705882,0.047058823529411764,0.011764705882352941,1.0,0.0,1.0,0.0,1.0,0.0,1.0
55,1831,146.69313049316406,4.27748441696167,70.09754943847656,4.5201684563725624e-41,37.19197463989258,1.5556204319000244,17.08599281311035,0.7529411764705882,0.047058823529411764,0.011764705882352941,1.0,1.0,1.0,1.0,1.0,1.0,1.0
56,1832,146.68971252441406,4.278805255889893,70.095703125,0.0,0.0,3.6016345049779405e+17,4.5201684563725624e-41,0.7529411764705882,0.047058823529411764,0.011764705882352941,1.0,1.0,0.0,1.0,0.0,1.0,0.0
57,1830,146.70738220214844,4.31595516204834,70.1005859375,20.955322265625,-0.09631356596946716,0.9946323037147522,-0.002220357535406947,0.7529411764705882,0.047058823529411764,0.011764705882352941,1.0,0.0,1.0,0.0,1.0,0.0,1.0
58,1832,146.68971252441406,4.278805255889893,70.095703125,0.0,0.0,3.6016345049779405e+17,4.5201684563725624e-41,0.7529411764705882,0.047058823529411764,0.011764705882352941,1.0,1.0,0.0,1.0,0.0,1.0,0.0
59,1833,146.70396423339844,4.3172760009765625,70.09873962402344,-1.0187215627887128e-39,0.0,1.0,0.0,0.7529411764705882,0.047058823529411764,0.011764705882352941,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1834,146.2234344482422,4.077940464019775,69.57184600830078,-0.12833313643932343,0.9897754788398743,-0.0024170046672225,-1.0187215627887128e-39,0.8,0.07058823529411765,0.011764705882352941,1.0,0.0,1.0,0.0,1.0,0.0,1.0
61,1835,146.1990203857422,4.023146152496338,69.5923080444336,38.148643493652344,1.5702545642852783,24.943105697631836,-0.1283332258462906,0.8,0.07058823529411765,0.011764705882352941,1.0,1.0,1.0,1.0,1.0,1.0,1.0
62,1836,146.1942596435547,4.023675441741943,69.58817291259766,0.0,5.605193857299268e-45,0.0,37.13911056518555,0.8,0.07058823529411765,0.011764705882352941,1.0,1.0,0.0,1.0,0.0,1.0,0.0
63,1834,146.2234344482422,4.077940464019775,69.57184600830078,-0.12833313643932343,0.9897754788398743,-0.0024170046672225,-1.0187215627887128e-39,0.8,0.07058823529411765,0.011764705882352941,1.0,0.0,1.0,0.0,1.0,0.0,1.0
64,1836,146.1942596435547,4.023675441741943,69.58817291259766,0.0,5.605193857299268e-45,0.0,37.13911056518555,0.8,0.07058823529411765,0.011764705882352941,1.0,1.0,0.0,1.0,0.0,1.0,0.0
65,1837,146.2186737060547,4.078469753265381,69.56771087646484,0.0,0.0,0.0,0.0,0.8,0.07058823529411765,0.011764705882352941,1.0,0.0,0.0,0.0,0.0,0.0,0.0
66,1838,144.44593811035156,4.0205183029174805,71.17172241210938,0.9897754788398743,-0.0024169643875211477,-1.0187215627887128e-39,1.0,0.8156862745098039,0.0784313725490196,0.011764705882352941,1.0,0.0,1.0,0.0,1.0,0.0,1.0
67,1839,144.4701385498047,3.8952476978302,71.11335754394531,1.4176547527313232,24.847009658813477,-0.128333181142807,0.9897754788398743,0.8156862745098039,0.0784313725490196,0.011764705882352941,1.0,1.0,1.0,1.0,1.0,1.0,1.0
68,1840,144.4592742919922,3.8971259593963623,71.10470581054688,55719067648.0,4.5201684563725624e-41,38.31423568725586,1.5702543258666992,0.8156862745098039,0.0784313725490196,0.011764705882352941,1.0,1.0,0.0,1.0,0.0,1.0,0.0
69,1838,144.44593811035156,4.0205183029174805,71.17172241210938,0.9897754788398743,-0.0024169643875211477,-1.0187215627887128e-39,1.0,0.8156862745098039,0.0784313725490196,0.011764705882352941,1.0,0.0,1.0,0.0,1.0,0.0,1.0
70,1840,144.4592742919922,3.8971259593963623,71.10470581054688,55719067648.0,4.5201684563725624e-41,38.31423568725586,1.5702543258666992,0.8156862745098039,0.0784313725490196,0.011764705882352941,1.0,1.0,0.0,1.0,0.0,1.0,0.0
71,1841,144.43507385253906,4.022396087646484,71.16307067871094,0.0,0.0,0.0,55719067648.0,0.8156862745098039,0.0784313725490196,0.011764705882352941,1.0,0.0,0.0,0.0,0.0,0.0,0.0
72,1842,144.697998046875,2.7951228618621826,70.33074951171875,-0.0024169315584003925,-6.873541512045003e-27,0.0,1.0,1.0,0.4196078431372549,0.21568627450980393,1.0,0.0,1.0,0.0,1.0,0.0,1.0
73,1843,144.72500610351562,2.696932315826416,70.3037338256836,17.64647674560547,-0.12833449244499207,0.9897751808166504,-0.002416924573481083,1.0,0.4196078431372549,0.21568627450980393,1.0,1.0,1.0,1.0,1.0,1.0,1.0
74,1844,144.71755981445312,2.6969351768493652,70.29630279541016,0.0,37.783653259277344,1.5196256637573242,23.591306686401367,1.0,0.4196078431372549,0.21568627450980393,1.0,1.0,0.0,1.0,0.0,1.0,0.0
75,1842,144.697998046875,2.7951228618621826,70.33074951171875,-0.0024169315584003925,-6.873541512045003e-27,0.0,1.0,1.0,0.4196078431372549,0.21568627450980393,1.0,0.0,1.0,0.0,1.0,0.0,1.0
76,1844,144.71755981445312,2.6969351768493652,70.29630279541016,0.0,37.783653259277344,1.5196256637573242,23.591306686401367,1.0,0.4196078431372549,0.21568627450980393,1.0,1.0,0.0,1.0,0.0,1.0,0.0
77,1845,144.6905517578125,2.795125722885132,70.32331848144531,0.0,0.0,1.1210387714598537e-44,0.0,1.0,0.4196078431372549,0.21568627450980393,1.0,0.0,0.0,0.0,0.0,0.0,0.0
