VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_COLOR0.x,in_COLOR0.y,in_COLOR0.z,in_COLOR0.w,in_TEXCOORD0.x,in_TEXCOORD0.y,in_TEXCOORD1.x,in_TEXCOORD1.y,in_TEXCOORD2.x,in_TEXCOORD2.y
36,1754,254.47474670410156,14.133149147033691,41.43397903442383,1.0,0.3254901960784314,0.08235294117647059,0.6392156862745098,0.0,1.0,0.0,1.0,0.0,1.0
37,1755,254.47476196289062,2.513845443725586,41.43396759033203,1.0,0.3254901960784314,0.08235294117647059,0.6392156862745098,1.0,1.0,1.0,1.0,1.0,1.0
38,1756,253.54067993164062,2.600979804992676,40.603294372558594,1.0,0.3254901960784314,0.08235294117647059,0.6392156862745098,1.0,0.0,1.0,0.0,1.0,0.0
39,1754,254.47474670410156,14.133149147033691,41.43397903442383,1.0,0.3254901960784314,0.08235294117647059,0.6392156862745098,0.0,1.0,0.0,1.0,0.0,1.0
40,1756,253.54067993164062,2.600979804992676,40.603294372558594,1.0,0.3254901960784314,0.08235294117647059,0.6392156862745098,1.0,0.0,1.0,0.0,1.0,0.0
41,1757,253.54066467285156,14.220284461975098,40.60330581665039,1.0,0.3254901960784314,0.08235294117647059,0.6392156862745098,0.0,0.0,0.0,0.0,0.0,0.0
42,1758,255.08343505859375,13.303648948669434,40.94902420043945,1.0,0.5098039215686274,0.1411764705882353,0.6627450980392157,0.0,1.0,0.0,1.0,0.0,1.0
43,1759,255.0834197998047,2.6418633460998535,40.94904327392578,1.0,0.5098039215686274,0.1411764705882353,0.6627450980392157,1.0,1.0,1.0,1.0,1.0,1.0
44,1760,253.81517028808594,2.7601170539855957,39.82112121582031,1.0,0.5098039215686274,0.1411764705882353,0.6627450980392157,1.0,0.0,1.0,0.0,1.0,0.0
45,1758,255.08343505859375,13.303648948669434,40.94902420043945,1.0,0.5098039215686274,0.1411764705882353,0.6627450980392157,0.0,1.0,0.0,1.0,0.0,1.0
46,1760,253.81517028808594,2.7601170539855957,39.82112121582031,1.0,0.5098039215686274,0.1411764705882353,0.6627450980392157,1.0,0.0,1.0,0.0,1.0,0.0
47,1761,253.815185546875,13.421902656555176,39.821102142333984,1.0,0.5098039215686274,0.1411764705882353,0.6627450980392157,0.0,0.0,0.0,0.0,0.0,0.0
48,1762,256.2801513671875,11.320497512817383,42.12752151489258,1.0,0.5568627450980392,0.16862745098039217,0.5882352941176471,0.0,1.0,0.0,1.0,0.0,1.0
49,1763,256.2801513671875,2.9777605533599854,42.12751388549805,1.0,0.5568627450980392,0.16862745098039217,0.5882352941176471,1.0,1.0,1.0,1.0,1.0,1.0
50,1764,254.7699737548828,3.122173547744751,40.78871536254883,1.0,0.5568627450980392,0.16862745098039217,0.5882352941176471,1.0,0.0,1.0,0.0,1.0,0.0
51,1762,256.2801513671875,11.320497512817383,42.12752151489258,1.0,0.5568627450980392,0.16862745098039217,0.5882352941176471,0.0,1.0,0.0,1.0,0.0,1.0
52,1764,254.7699737548828,3.122173547744751,40.78871536254883,1.0,0.5568627450980392,0.16862745098039217,0.5882352941176471,1.0,0.0,1.0,0.0,1.0,0.0
53,1765,254.7699737548828,11.464910507202148,40.78872299194336,1.0,0.5568627450980392,0.16862745098039217,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.0
54,1766,254.60414123535156,12.910183906555176,39.85227966308594,1.0,0.42745098039215684,0.12549019607843137,0.6392156862745098,0.0,1.0,0.0,1.0,0.0,1.0
55,1767,254.6041717529297,2.723621368408203,39.85227966308594,1.0,0.42745098039215684,0.12549019607843137,0.6392156862745098,1.0,1.0,1.0,1.0,1.0,1.0
56,1768,253.51942443847656,2.823174476623535,38.88568115234375,1.0,0.42745098039215684,0.12549019607843137,0.6392156862745098,1.0,0.0,1.0,0.0,1.0,0.0
57,1766,254.60414123535156,12.910183906555176,39.85227966308594,1.0,0.42745098039215684,0.12549019607843137,0.6392156862745098,0.0,1.0,0.0,1.0,0.0,1.0
58,1768,253.51942443847656,2.823174476623535,38.88568115234375,1.0,0.42745098039215684,0.12549019607843137,0.6392156862745098,1.0,0.0,1.0,0.0,1.0,0.0
59,1769,253.51939392089844,13.009736061096191,38.88568115234375,1.0,0.42745098039215684,0.12549019607843137,0.6392156862745098,0.0,0.0,0.0,0.0,0.0,0.0
60,1770,256.84405517578125,13.24482250213623,39.78841018676758,1.0,0.4196078431372549,0.11764705882352941,0.6588235294117647,0.0,1.0,0.0,1.0,0.0,1.0
61,1771,256.84405517578125,2.6445374488830566,39.78838348388672,1.0,0.4196078431372549,0.11764705882352941,0.6588235294117647,1.0,1.0,1.0,1.0,1.0,1.0
62,1772,255.40167236328125,2.7803955078125,38.5072021484375,1.0,0.4196078431372549,0.11764705882352941,0.6588235294117647,1.0,0.0,1.0,0.0,1.0,0.0
63,1770,256.84405517578125,13.24482250213623,39.78841018676758,1.0,0.4196078431372549,0.11764705882352941,0.6588235294117647,0.0,1.0,0.0,1.0,0.0,1.0
64,1772,255.40167236328125,2.7803955078125,38.5072021484375,1.0,0.4196078431372549,0.11764705882352941,0.6588235294117647,1.0,0.0,1.0,0.0,1.0,0.0
65,1773,255.40167236328125,13.380681037902832,38.50722885131836,1.0,0.4196078431372549,0.11764705882352941,0.6588235294117647,0.0,0.0,0.0,0.0,0.0,0.0
66,1774,255.87559509277344,13.098241806030273,39.42901611328125,1.0,0.4823529411764706,0.16862745098039217,0.5058823529411764,0.0,1.0,0.0,1.0,0.0,1.0
67,1775,255.87562561035156,2.703362464904785,39.42900466918945,1.0,0.4823529411764706,0.16862745098039217,0.5058823529411764,1.0,1.0,1.0,1.0,1.0,1.0
68,1776,255.0194549560547,2.783184051513672,38.66756820678711,1.0,0.4823529411764706,0.16862745098039217,0.5058823529411764,1.0,0.0,1.0,0.0,1.0,0.0
69,1774,255.87559509277344,13.098241806030273,39.42901611328125,1.0,0.4823529411764706,0.16862745098039217,0.5058823529411764,0.0,1.0,0.0,1.0,0.0,1.0
70,1776,255.0194549560547,2.783184051513672,38.66756820678711,1.0,0.4823529411764706,0.16862745098039217,0.5058823529411764,1.0,0.0,1.0,0.0,1.0,0.0
71,1777,255.01942443847656,13.178064346313477,38.667579650878906,1.0,0.4823529411764706,0.16862745098039217,0.5058823529411764,0.0,0.0,0.0,0.0,0.0,0.0
72,1778,255.06495666503906,11.307647705078125,40.409786224365234,1.0,0.5372549019607843,0.20784313725490197,0.43529411764705883,0.0,1.0,0.0,1.0,0.0,1.0
73,1779,255.0649871826172,2.9989593029022217,40.40976333618164,1.0,0.5372549019607843,0.20784313725490197,0.43529411764705883,1.0,1.0,1.0,1.0,1.0,1.0
74,1780,253.8107147216797,3.1152498722076416,39.29349899291992,1.0,0.5372549019607843,0.20784313725490197,0.43529411764705883,1.0,0.0,1.0,0.0,1.0,0.0
75,1778,255.06495666503906,11.307647705078125,40.409786224365234,1.0,0.5372549019607843,0.20784313725490197,0.43529411764705883,0.0,1.0,0.0,1.0,0.0,1.0
76,1780,253.8107147216797,3.1152498722076416,39.29349899291992,1.0,0.5372549019607843,0.20784313725490197,0.43529411764705883,1.0,0.0,1.0,0.0,1.0,0.0
77,1781,253.81068420410156,11.423938751220703,39.293521881103516,1.0,0.5372549019607843,0.20784313725490197,0.43529411764705883,0.0,0.0,0.0,0.0,0.0,0.0
78,1782,256.4717712402344,12.294760704040527,39.920745849609375,1.0,0.5215686274509804,0.19215686274509805,0.4627450980392157,0.0,1.0,0.0,1.0,0.0,1.0
79,1783,256.4717712402344,2.804795503616333,39.920738220214844,1.0,0.5215686274509804,0.19215686274509805,0.4627450980392157,1.0,1.0,1.0,1.0,1.0,1.0
80,1784,254.86740112304688,2.9550740718841553,38.49469757080078,1.0,0.5215686274509804,0.19215686274509805,0.4627450980392157,1.0,0.0,1.0,0.0,1.0,0.0
81,1782,256.4717712402344,12.294760704040527,39.920745849609375,1.0,0.5215686274509804,0.19215686274509805,0.4627450980392157,0.0,1.0,0.0,1.0,0.0,1.0
82,1784,254.86740112304688,2.9550740718841553,38.49469757080078,1.0,0.5215686274509804,0.19215686274509805,0.4627450980392157,1.0,0.0,1.0,0.0,1.0,0.0
83,1785,254.8673858642578,12.445038795471191,38.49470520019531,1.0,0.5215686274509804,0.19215686274509805,0.4627450980392157,0.0,0.0,0.0,0.0,0.0,0.0
84,1786,256.39190673828125,10.557466506958008,40.63792419433594,1.0,0.6588235294117647,0.28627450980392155,0.2901960784313726,0.0,1.0,0.0,1.0,0.0,1.0
85,1787,256.39190673828125,3.1488776206970215,40.637935638427734,1.0,0.6588235294117647,0.28627450980392155,0.2901960784313726,1.0,1.0,1.0,1.0,1.0,1.0
86,1788,255.45347595214844,3.2379884719848633,39.80525588989258,1.0,0.6588235294117647,0.28627450980392155,0.2901960784313726,1.0,0.0,1.0,0.0,1.0,0.0
87,1786,256.39190673828125,10.557466506958008,40.63792419433594,1.0,0.6588235294117647,0.28627450980392155,0.2901960784313726,0.0,1.0,0.0,1.0,0.0,1.0
88,1788,255.45347595214844,3.2379884719848633,39.80525588989258,1.0,0.6588235294117647,0.28627450980392155,0.2901960784313726,1.0,0.0,1.0,0.0,1.0,0.0
89,1789,255.4534912109375,10.646577835083008,39.80524444580078,1.0,0.6588235294117647,0.28627450980392155,0.2901960784313726,0.0,0.0,0.0,0.0,0.0,0.0
90,1790,255.73057556152344,9.513045310974121,39.991233825683594,1.0,0.6666666666666666,0.28627450980392155,0.28627450980392155,0.0,1.0,0.0,1.0,0.0,1.0
91,1791,255.7305908203125,3.336174488067627,39.991214752197266,1.0,0.6666666666666666,0.28627450980392155,0.28627450980392155,1.0,1.0,1.0,1.0,1.0,1.0
92,1792,254.83251953125,3.420179843902588,39.19283676147461,1.0,0.6666666666666666,0.28627450980392155,0.28627450980392155,1.0,0.0,1.0,0.0,1.0,0.0
93,1790,255.73057556152344,9.513045310974121,39.991233825683594,1.0,0.6666666666666666,0.28627450980392155,0.28627450980392155,0.0,1.0,0.0,1.0,0.0,1.0
94,1792,254.83251953125,3.420179843902588,39.19283676147461,1.0,0.6666666666666666,0.28627450980392155,0.28627450980392155,1.0,0.0,1.0,0.0,1.0,0.0
95,1793,254.83250427246094,9.597050666809082,39.19285583496094,1.0,0.6666666666666666,0.28627450980392155,0.28627450980392155,0.0,0.0,0.0,0.0,0.0,0.0
