VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_NORMAL0.x,in_NORMAL0.y,in_NORMAL0.z,in_TANGENT0.x,in_TANGENT0.y,in_TANGENT0.z,in_TANGENT0.w,in_TEXCOORD0.x,in_TEXCOORD0.y,in_TEXCOORD1.x,in_TEXCOORD1.y
36,5,-8.540897369384766,6.0780792236328125,-2.7015151977539062,-4.807696342468262,4.988270282745361,-2.3699700832366943,-5.478023052215576,-4.08418083190918,2.592325210571289,-1.0,0.9477789998054504,0.9020029902458191,0.9477789998054504,0.9020029902458191
37,10,-8.307989120483398,5.7014360427856445,-2.7653648853302,-3.109706163406372,-1.1822175979614258,-6.5674614906311035,3.9883899688720703,5.464696407318115,-2.7953386306762695,-1.0,0.9450590014457703,0.8919820189476013,0.9450590014457703,0.8919820189476013
38,11,-8.378580093383789,5.67863130569458,-2.6136186122894287,-6.702276229858398,-2.927457332611084,0.31636303663253784,-1.5452619791030884,2.785623073577881,-6.586997032165527,-1.0,0.941627025604248,0.8933209776878357,0.941627025604248,0.8933209776878357
39,10,-8.307989120483398,5.7014360427856445,-2.7653648853302,-3.109706163406372,-1.1822175979614258,-6.5674614906311035,3.9883899688720703,5.464696407318115,-2.7953386306762695,-1.0,0.9450590014457703,0.8919820189476013,0.9450590014457703,0.8919820189476013
40,9,-8.176372528076172,5.502694606781006,-2.796416759490967,-3.971707344055176,6.153949737548828,-0.7268084287643433,6.076304912567139,4.078452110290527,0.4553736448287964,-1.0,0.9441729784011841,0.8865630030632019,0.9441729784011841,0.8865630030632019
41,12,-8.247228622436523,5.3748016357421875,-2.556666374206543,-5.273723125457764,4.704906463623047,2.1369643211364746,1.2550257444381714,4.093268394470215,-5.9340386390686035,-1.0,0.9377099871635437,0.8864250183105469,0.9377099871635437,0.8864250183105469
42,10,-8.307989120483398,5.7014360427856445,-2.7653648853302,-3.109706163406372,-1.1822175979614258,-6.5674614906311035,3.9883899688720703,5.464696407318115,-2.7953386306762695,-1.0,0.9450590014457703,0.8919820189476013,0.9450590014457703,0.8919820189476013
43,12,-8.247228622436523,5.3748016357421875,-2.556666374206543,-5.273723125457764,4.704906463623047,2.1369643211364746,1.2550257444381714,4.093268394470215,-5.9340386390686035,-1.0,0.9377099871635437,0.8864250183105469,0.9377099871635437,0.8864250183105469
44,11,-8.378580093383789,5.67863130569458,-2.6136186122894287,-6.702276229858398,-2.927457332611084,0.31636303663253784,-1.5452619791030884,2.785623073577881,-6.586997032165527,-1.0,0.941627025604248,0.8933209776878357,0.941627025604248,0.8933209776878357
45,13,-8.73049259185791,-0.690070390701294,-2.2793259620666504,-3.990675687789917,-1.3588454723358154,6.144289016723633,-1.5257465839385986,-6.835570335388184,-2.5080008506774902,-1.0,0.6799110174179077,0.6911150217056274,0.6799110174179077,0.6911150217056274
46,14,-8.274327278137207,-0.7108490467071533,-2.1491384506225586,-2.3848321437835693,-6.314964771270752,-3.1253914833068848,1.4366657733917236,2.7948193550109863,-6.752665042877197,-1.0,0.6796330213546753,0.6769980192184448,0.6796330213546753,0.6769980192184448
47,15,-8.473804473876953,-0.49137210845947266,-2.082698106765747,-5.208841800689697,-4.589730739593506,-2.674199104309082,5.170602321624756,-3.4959893226623535,-4.065129280090332,-1.0,0.6756929755210876,0.6851750016212463,0.6756929755210876,0.6851750016212463
48,13,-8.73049259185791,-0.690070390701294,-2.2793259620666504,-3.990675687789917,-1.3588454723358154,6.144289016723633,-1.5257465839385986,-6.835570335388184,-2.5080008506774902,-1.0,0.6799110174179077,0.6911150217056274,0.6799110174179077,0.6911150217056274
49,16,-8.583995819091797,-0.7800470590591431,-2.3270606994628906,0.34171366691589355,-6.979536533355713,2.55192232131958,0.4096755385398865,-2.530949115753174,-6.991939067840576,-1.0,0.6823239922523499,0.688027024269104,0.6823239922523499,0.688027024269104
50,14,-8.274327278137207,-0.7108490467071533,-2.1491384506225586,-2.3848321437835693,-6.314964771270752,-3.1253914833068848,1.4366657733917236,2.7948193550109863,-6.752665042877197,-1.0,0.6796330213546753,0.6769980192184448,0.6796330213546753,0.6769980192184448
51,13,-8.73049259185791,-0.690070390701294,-2.2793259620666504,-3.990675687789917,-1.3588454723358154,6.144289016723633,-1.5257465839385986,-6.835570335388184,-2.5080008506774902,-1.0,0.6799110174179077,0.6911150217056274,0.6799110174179077,0.6911150217056274
52,17,-9.093301773071289,-0.8900920152664185,-2.567410469055176,-5.159199237823486,-3.567133903503418,-3.999286651611328,1.6450762748718262,-6.337978363037109,3.531445026397705,-1.0,0.6873840093612671,0.7001270055770874,0.6873840093612671,0.7001270055770874
53,16,-8.583995819091797,-0.7800470590591431,-2.3270606994628906,0.34171366691589355,-6.979536533355713,2.55192232131958,0.4096755385398865,-2.530949115753174,-6.991939067840576,-1.0,0.6823239922523499,0.688027024269104,0.6823239922523499,0.688027024269104
54,14,-8.274327278137207,-0.7108490467071533,-2.1491384506225586,-2.3848321437835693,-6.314964771270752,-3.1253914833068848,1.4366657733917236,2.7948193550109863,-6.752665042877197,-1.0,0.6796330213546753,0.6769980192184448,0.6796330213546753,0.6769980192184448
55,16,-8.583995819091797,-0.7800470590591431,-2.3270606994628906,0.34171366691589355,-6.979536533355713,2.55192232131958,0.4096755385398865,-2.530949115753174,-6.991939067840576,-1.0,0.6823239922523499,0.688027024269104,0.6823239922523499,0.688027024269104
56,18,-8.494421005249023,-0.7156286239624023,-2.4830758571624756,2.140028953552246,-5.015862941741943,-5.069370269775391,-2.0445749759674072,4.628494739532471,-5.455397129058838,-1.0,0.6861370205879211,0.6859719753265381,0.6861370205879211,0.6859719753265381
57,18,-8.494421005249023,-0.7156286239624023,-2.4830758571624756,2.140028953552246,-5.015862941741943,-5.069370269775391,-2.0445749759674072,4.628494739532471,-5.455397129058838,-1.0,0.6861370205879211,0.6859719753265381,0.6861370205879211,0.6859719753265381
58,16,-8.583995819091797,-0.7800470590591431,-2.3270606994628906,0.34171366691589355,-6.979536533355713,2.55192232131958,0.4096755385398865,-2.530949115753174,-6.991939067840576,-1.0,0.6823239922523499,0.688027024269104,0.6823239922523499,0.688027024269104
59,17,-9.093301773071289,-0.8900920152664185,-2.567410469055176,-5.159199237823486,-3.567133903503418,-3.999286651611328,1.6450762748718262,-6.337978363037109,3.531445026397705,-1.0,0.6873840093612671,0.7001270055770874,0.6873840093612671,0.7001270055770874
60,14,-8.274327278137207,-0.7108490467071533,-2.1491384506225586,-2.3848321437835693,-6.314964771270752,-3.1253914833068848,1.4366657733917236,2.7948193550109863,-6.752665042877197,-1.0,0.6796330213546753,0.6769980192184448,0.6796330213546753,0.6769980192184448
61,18,-8.494421005249023,-0.7156286239624023,-2.4830758571624756,2.140028953552246,-5.015862941741943,-5.069370269775391,-2.0445749759674072,4.628494739532471,-5.455397129058838,-1.0,0.6861370205879211,0.6859719753265381,0.6861370205879211,0.6859719753265381
62,19,-8.20586109161377,-0.6739704608917236,-2.397155523300171,-3.0000686645507812,-6.13533878326416,-2.9456048011779785,-1.321058988571167,3.683288812637329,-6.330713748931885,-1.0,0.684220016002655,0.6717060208320618,0.684220016002655,0.6717060208320618
63,18,-8.494421005249023,-0.7156286239624023,-2.4830758571624756,2.140028953552246,-5.015862941741943,-5.069370269775391,-2.0445749759674072,4.628494739532471,-5.455397129058838,-1.0,0.6861370205879211,0.6859719753265381,0.6861370205879211,0.6859719753265381
64,20,-8.423142433166504,-0.48711729049682617,-2.5241200923919678,-3.955120801925659,-4.8159565925598145,-4.060733318328857,-4.6632981300354,5.462302207946777,-1.9349308013916016,-1.0,0.6918730139732361,0.676002025604248,0.6918730139732361,0.676002025604248
65,19,-8.20586109161377,-0.6739704608917236,-2.397155523300171,-3.0000686645507812,-6.13533878326416,-2.9456048011779785,-1.321058988571167,3.683288812637329,-6.330713748931885,-1.0,0.684220016002655,0.6717060208320618,0.684220016002655,0.6717060208320618
66,18,-8.494421005249023,-0.7156286239624023,-2.4830758571624756,2.140028953552246,-5.015862941741943,-5.069370269775391,-2.0445749759674072,4.628494739532471,-5.455397129058838,-1.0,0.6861370205879211,0.6859719753265381,0.6861370205879211,0.6859719753265381
67,17,-9.093301773071289,-0.8900920152664185,-2.567410469055176,-5.159199237823486,-3.567133903503418,-3.999286651611328,1.6450762748718262,-6.337978363037109,3.531445026397705,-1.0,0.6873840093612671,0.7001270055770874,0.6873840093612671,0.7001270055770874
68,21,-8.638587951660156,-0.5542478561401367,-2.5146071910858154,-1.0758893489837646,2.5449109077453613,-6.912738800048828,-2.778381586074829,6.3238115310668945,2.7708988189697266,-1.0,0.690625011920929,0.6876180171966553,0.690625011920929,0.6876180171966553
69,18,-8.494421005249023,-0.7156286239624023,-2.4830758571624756,2.140028953552246,-5.015862941741943,-5.069370269775391,-2.0445749759674072,4.628494739532471,-5.455397129058838,-1.0,0.6861370205879211,0.6859719753265381,0.6861370205879211,0.6859719753265381
70,21,-8.638587951660156,-0.5542478561401367,-2.5146071910858154,-1.0758893489837646,2.5449109077453613,-6.912738800048828,-2.778381586074829,6.3238115310668945,2.7708988189697266,-1.0,0.690625011920929,0.6876180171966553,0.690625011920929,0.6876180171966553
71,20,-8.423142433166504,-0.48711729049682617,-2.5241200923919678,-3.955120801925659,-4.8159565925598145,-4.060733318328857,-4.6632981300354,5.462302207946777,-1.9349308013916016,-1.0,0.6918730139732361,0.676002025604248,0.6918730139732361,0.676002025604248
72,21,-8.638587951660156,-0.5542478561401367,-2.5146071910858154,-1.0758893489837646,2.5449109077453613,-6.912738800048828,-2.778381586074829,6.3238115310668945,2.7708988189697266,-1.0,0.690625011920929,0.6876180171966553,0.690625011920929,0.6876180171966553
73,17,-9.093301773071289,-0.8900920152664185,-2.567410469055176,-5.159199237823486,-3.567133903503418,-3.999286651611328,1.6450762748718262,-6.337978363037109,3.531445026397705,-1.0,0.6873840093612671,0.7001270055770874,0.6873840093612671,0.7001270055770874
74,22,-8.783013343811035,-0.5339601039886475,-2.3940000534057617,-5.719117164611816,4.588073253631592,1.283043384552002,2.5677449703216553,1.2952244281768799,6.864726543426514,-1.0,0.6936969757080078,0.6904320120811462,0.6936969757080078,0.6904320120811462
75,20,-8.423142433166504,-0.48711729049682617,-2.5241200923919678,-3.955120801925659,-4.8159565925598145,-4.060733318328857,-4.6632981300354,5.462302207946777,-1.9349308013916016,-1.0,0.6918730139732361,0.676002025604248,0.6918730139732361,0.676002025604248
76,21,-8.638587951660156,-0.5542478561401367,-2.5146071910858154,-1.0758893489837646,2.5449109077453613,-6.912738800048828,-2.778381586074829,6.3238115310668945,2.7708988189697266,-1.0,0.690625011920929,0.6876180171966553,0.690625011920929,0.6876180171966553
77,22,-8.783013343811035,-0.5339601039886475,-2.3940000534057617,-5.719117164611816,4.588073253631592,1.283043384552002,2.5677449703216553,1.2952244281768799,6.864726543426514,-1.0,0.6936969757080078,0.6904320120811462,0.6936969757080078,0.6904320120811462
78,23,-8.73049259185791,-0.690070390701294,-2.2793259620666504,-3.990675687789917,-1.3588454723358154,6.144289016723633,6.281611919403076,-0.7049219012260437,3.922055244445801,-1.0,0.6971449851989746,0.6934999823570251,0.6971449851989746,0.6934999823570251
79,22,-8.783013343811035,-0.5339601039886475,-2.3940000534057617,-5.719117164611816,4.588073253631592,1.283043384552002,2.5677449703216553,1.2952244281768799,6.864726543426514,-1.0,0.6936969757080078,0.6904320120811462,0.6936969757080078,0.6904320120811462
80,17,-9.093301773071289,-0.8900920152664185,-2.567410469055176,-5.159199237823486,-3.567133903503418,-3.999286651611328,1.6450762748718262,-6.337978363037109,3.531445026397705,-1.0,0.6873840093612671,0.7001270055770874,0.6873840093612671,0.7001270055770874
81,20,-8.423142433166504,-0.48711729049682617,-2.5241200923919678,-3.955120801925659,-4.8159565925598145,-4.060733318328857,-4.6632981300354,5.462302207946777,-1.9349308013916016,-1.0,0.6918730139732361,0.676002025604248,0.6918730139732361,0.676002025604248
82,22,-8.783013343811035,-0.5339601039886475,-2.3940000534057617,-5.719117164611816,4.588073253631592,1.283043384552002,2.5677449703216553,1.2952244281768799,6.864726543426514,-1.0,0.6936969757080078,0.6904320120811462,0.6936969757080078,0.6904320120811462
83,24,-8.59943675994873,-0.34280335903167725,-2.3135433197021484,-5.141922950744629,-4.929934501647949,-2.143159866333008,-1.9420368671417236,-1.0721009969711304,7.112165451049805,-1.0,0.6969760060310364,0.6842340230941772,0.6969760060310364,0.6842340230941772
84,24,-8.59943675994873,-0.34280335903167725,-2.3135433197021484,-5.141922950744629,-4.929934501647949,-2.143159866333008,-1.9420368671417236,-1.0721009969711304,7.112165451049805,-1.0,0.6969760060310364,0.6842340230941772,0.6969760060310364,0.6842340230941772
85,22,-8.783013343811035,-0.5339601039886475,-2.3940000534057617,-5.719117164611816,4.588073253631592,1.283043384552002,2.5677449703216553,1.2952244281768799,6.864726543426514,-1.0,0.6936969757080078,0.6904320120811462,0.6936969757080078,0.6904320120811462
86,23,-8.73049259185791,-0.690070390701294,-2.2793259620666504,-3.990675687789917,-1.3588454723358154,6.144289016723633,6.281611919403076,-0.7049219012260437,3.922055244445801,-1.0,0.6971449851989746,0.6934999823570251,0.6971449851989746,0.6934999823570251
87,24,-8.59943675994873,-0.34280335903167725,-2.3135433197021484,-5.141922950744629,-4.929934501647949,-2.143159866333008,-1.9420368671417236,-1.0721009969711304,7.112165451049805,-1.0,0.6969760060310364,0.6842340230941772,0.6969760060310364,0.6842340230941772
88,23,-8.73049259185791,-0.690070390701294,-2.2793259620666504,-3.990675687789917,-1.3588454723358154,6.144289016723633,6.281611919403076,-0.7049219012260437,3.922055244445801,-1.0,0.6971449851989746,0.6934999823570251,0.6971449851989746,0.6934999823570251
89,25,-8.473804473876953,-0.49137210845947266,-2.082698106765747,-5.208841800689697,-4.589730739593506,-2.674199104309082,2.0078697204589844,-5.1705241203308105,4.960560321807861,-1.0,0.7026299834251404,0.6888300180435181,0.7026299834251404,0.6888300180435181
90,26,-3.630434989929199,-0.10174965858459473,10.3624906539917,-2.926865577697754,-6.606118202209473,-1.8234634399414062,1.3326233625411987,1.3963314294815063,-7.197689056396484,-1.0,0.9616129994392395,0.8379089832305908,0.9616129994392395,0.8379089832305908
91,27,-3.2604799270629883,-0.16956353187561035,9.961507797241211,-3.2139933109283447,-5.445323467254639,3.943485736846924,-1.5793603658676147,-3.637110471725464,-6.309467315673828,-1.0,0.9707990288734436,0.8291500210762024,0.9707990288734436,0.8291500210762024
92,28,-2.8599376678466797,-0.1862194538116455,10.16537094116211,-2.110902786254883,-2.6137685775756836,6.6487956047058105,-0.044463276863098145,-6.929308891296387,-2.7380146980285645,-1.0,0.9658939838409424,0.8200219869613647,0.9658939838409424,0.8200219869613647
93,26,-3.630434989929199,-0.10174965858459473,10.3624906539917,-2.926865577697754,-6.606118202209473,-1.8234634399414062,1.3326233625411987,1.3963314294815063,-7.197689056396484,-1.0,0.9616129994392395,0.8379089832305908,0.9616129994392395,0.8379089832305908
94,28,-2.8599376678466797,-0.1862194538116455,10.16537094116211,-2.110902786254883,-2.6137685775756836,6.6487956047058105,-0.044463276863098145,-6.929308891296387,-2.7380146980285645,-1.0,0.9658939838409424,0.8200219869613647,0.9658939838409424,0.8200219869613647
95,29,-3.5067882537841797,-0.08543729782104492,10.566614151000977,2.1560847759246826,-4.745550155639648,5.32573127746582,1.674921989440918,-5.071346759796143,-5.196959972381592,-1.0,0.957260012626648,0.8348619937896729,0.957260012626648,0.8348619937896729
96,29,-3.5067882537841797,-0.08543729782104492,10.566614151000977,2.1560847759246826,-4.745550155639648,5.32573127746582,1.674921989440918,-5.071346759796143,-5.196959972381592,-1.0,0.957260012626648,0.8348619937896729,0.957260012626648,0.8348619937896729
97,28,-2.8599376678466797,-0.1862194538116455,10.16537094116211,-2.110902786254883,-2.6137685775756836,6.6487956047058105,-0.044463276863098145,-6.929308891296387,-2.7380146980285645,-1.0,0.9658939838409424,0.8200219869613647,0.9658939838409424,0.8200219869613647
98,30,-2.697295665740967,0.36115431785583496,10.300914764404297,-1.2331440448760986,0.794277548789978,7.301819324493408,2.966158866882324,-6.71923828125,1.2310739755630493,-1.0,0.9537259936332703,0.8133909702301025,0.9537259936332703,0.8133909702301025
99,31,-4.177957534790039,-0.04380512237548828,10.754280090332031,-5.860722064971924,-1.9012830257415771,4.191590309143066,1.7709592580795288,5.337756633758545,4.889211654663086,-1.0,0.9506270289421082,0.8491610288619995,0.9506270289421082,0.8491610288619995
100,26,-3.630434989929199,-0.10174965858459473,10.3624906539917,-2.926865577697754,-6.606118202209473,-1.8234634399414062,1.3326233625411987,1.3963314294815063,-7.197689056396484,-1.0,0.9616129994392395,0.8379089832305908,0.9616129994392395,0.8379089832305908
101,29,-3.5067882537841797,-0.08543729782104492,10.566614151000977,2.1560847759246826,-4.745550155639648,5.32573127746582,1.674921989440918,-5.071346759796143,-5.196959972381592,-1.0,0.957260012626648,0.8348619937896729,0.957260012626648,0.8348619937896729
102,29,-3.5067882537841797,-0.08543729782104492,10.566614151000977,2.1560847759246826,-4.745550155639648,5.32573127746582,1.674921989440918,-5.071346759796143,-5.196959972381592,-1.0,0.957260012626648,0.8348619937896729,0.957260012626648,0.8348619937896729
103,30,-2.697295665740967,0.36115431785583496,10.300914764404297,-1.2331440448760986,0.794277548789978,7.301819324493408,2.966158866882324,-6.71923828125,1.2310739755630493,-1.0,0.9537259936332703,0.8133909702301025,0.9537259936332703,0.8133909702301025
104,32,-3.509341239929199,0.17046403884887695,10.613621711730957,2.0603561401367188,2.1886444091796875,6.8188796043396,3.041752576828003,-6.691093444824219,1.228551983833313,-1.0,0.9517599940299988,0.8330910205841064,0.9517599940299988,0.8330910205841064
105,29,-3.5067882537841797,-0.08543729782104492,10.566614151000977,2.1560847759246826,-4.745550155639648,5.32573127746582,1.674921989440918,-5.071346759796143,-5.196959972381592,-1.0,0.957260012626648,0.8348619937896729,0.957260012626648,0.8348619937896729
106,32,-3.509341239929199,0.17046403884887695,10.613621711730957,2.0603561401367188,2.1886444091796875,6.8188796043396,3.041752576828003,-6.691093444824219,1.228551983833313,-1.0,0.9517599940299988,0.8330910205841064,0.9517599940299988,0.8330910205841064
107,31,-4.177957534790039,-0.04380512237548828,10.754280090332031,-5.860722064971924,-1.9012830257415771,4.191590309143066,1.7709592580795288,5.337756633758545,4.889211654663086,-1.0,0.9506270289421082,0.8491610288619995,0.9506270289421082,0.8491610288619995
