VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_TEXCOORD0.x,in_TEXCOORD0.y
43,42,-4.000000476837158,-4.44089183380283e-17,1.9999998807907104,0.9000000357627869,0.30000001192092896
44,31,-4.000000476837158,-6.661338412448735e-17,3.0,0.9000000357627869,0.20000000298023224
45,42,-4.000000476837158,-4.44089183380283e-17,1.9999998807907104,0.9000000357627869,0.30000001192092896
46,54,-5.0,-2.220445916901415e-17,0.9999999403953552,1.0,0.4000000059604645
47,43,-5.0,-4.44089183380283e-17,1.9999998807907104,1.0,0.30000001192092896
48,6,-1.000000238418579,-1.1102230246251565e-16,5.0,0.6000000238418579,0.0
49,17,-1.000000238418579,-8.88178432935015e-17,4.0,0.6000000238418579,0.10000000149011612
50,18,-1.9999998807907104,-8.88178432935015e-17,4.0,0.699999988079071,0.10000000149011612
51,5,0.0,-1.1102230246251565e-16,5.0,0.5,0.0
52,17,-1.000000238418579,-8.88178432935015e-17,4.0,0.6000000238418579,0.10000000149011612
53,6,-1.000000238418579,-1.1102230246251565e-16,5.0,0.6000000238418579,0.0
54,18,-1.9999998807907104,-8.88178432935015e-17,4.0,0.699999988079071,0.10000000149011612
55,29,-1.9999998807907104,-6.661338412448735e-17,3.0,0.699999988079071,0.20000000298023224
56,30,-3.0,-6.661338412448735e-17,3.0,0.800000011920929,0.20000000298023224
57,17,-1.000000238418579,-8.88178432935015e-17,4.0,0.6000000238418579,0.10000000149011612
58,29,-1.9999998807907104,-6.661338412448735e-17,3.0,0.699999988079071,0.20000000298023224
59,18,-1.9999998807907104,-8.88178432935015e-17,4.0,0.699999988079071,0.10000000149011612
60,30,-3.0,-6.661338412448735e-17,3.0,0.800000011920929,0.20000000298023224
61,41,-3.0,-4.44089183380283e-17,1.9999998807907104,0.800000011920929,0.30000001192092896
62,42,-4.000000476837158,-4.44089183380283e-17,1.9999998807907104,0.9000000357627869,0.30000001192092896
63,29,-1.9999998807907104,-6.661338412448735e-17,3.0,0.699999988079071,0.20000000298023224
64,41,-3.0,-4.44089183380283e-17,1.9999998807907104,0.800000011920929,0.30000001192092896
65,30,-3.0,-6.661338412448735e-17,3.0,0.800000011920929,0.20000000298023224
66,42,-4.000000476837158,-4.44089183380283e-17,1.9999998807907104,0.9000000357627869,0.30000001192092896
67,53,-4.000000476837158,-2.220445916901415e-17,0.9999999403953552,0.9000000357627869,0.4000000059604645
68,54,-5.0,-2.220445916901415e-17,0.9999999403953552,1.0,0.4000000059604645
69,41,-3.0,-4.44089183380283e-17,1.9999998807907104,0.800000011920929,0.30000001192092896
70,53,-4.000000476837158,-2.220445916901415e-17,0.9999999403953552,0.9000000357627869,0.4000000059604645
71,42,-4.000000476837158,-4.44089183380283e-17,1.9999998807907104,0.9000000357627869,0.30000001192092896
72,53,-4.000000476837158,-2.220445916901415e-17,0.9999999403953552,0.9000000357627869,0.4000000059604645
73,65,-5.0,0.0,0.0,1.0,0.5
74,54,-5.0,-2.220445916901415e-17,0.9999999403953552,1.0,0.4000000059604645
75,5,0.0,-1.1102230246251565e-16,5.0,0.5,0.0
76,16,0.0,-8.88178432935015e-17,4.0,0.5,0.10000000149011612
77,17,-1.000000238418579,-8.88178432935015e-17,4.0,0.6000000238418579,0.10000000149011612
78,4,0.9999999403953552,-1.1102230246251565e-16,5.0,0.4000000059604645,0.0
79,16,0.0,-8.88178432935015e-17,4.0,0.5,0.10000000149011612
80,5,0.0,-1.1102230246251565e-16,5.0,0.5,0.0
81,17,-1.000000238418579,-8.88178432935015e-17,4.0,0.6000000238418579,0.10000000149011612
82,28,-1.000000238418579,-6.661338412448735e-17,3.0,0.6000000238418579,0.20000000298023224
83,29,-1.9999998807907104,-6.661338412448735e-17,3.0,0.699999988079071,0.20000000298023224
84,16,0.0,-8.88178432935015e-17,4.0,0.5,0.10000000149011612
85,28,-1.000000238418579,-6.661338412448735e-17,3.0,0.6000000238418579,0.20000000298023224
86,17,-1.000000238418579,-8.88178432935015e-17,4.0,0.6000000238418579,0.10000000149011612
87,29,-1.9999998807907104,-6.661338412448735e-17,3.0,0.699999988079071,0.20000000298023224
88,40,-1.9999998807907104,-4.44089183380283e-17,1.9999998807907104,0.699999988079071,0.30000001192092896
89,41,-3.0,-4.44089183380283e-17,1.9999998807907104,0.800000011920929,0.30000001192092896
90,28,-1.000000238418579,-6.661338412448735e-17,3.0,0.6000000238418579,0.20000000298023224
91,40,-1.9999998807907104,-4.44089183380283e-17,1.9999998807907104,0.699999988079071,0.30000001192092896
92,29,-1.9999998807907104,-6.661338412448735e-17,3.0,0.699999988079071,0.20000000298023224
93,41,-3.0,-4.44089183380283e-17,1.9999998807907104,0.800000011920929,0.30000001192092896
94,52,-3.0,-2.220445916901415e-17,0.9999999403953552,0.800000011920929,0.4000000059604645
95,53,-4.000000476837158,-2.220445916901415e-17,0.9999999403953552,0.9000000357627869,0.4000000059604645
96,40,-1.9999998807907104,-4.44089183380283e-17,1.9999998807907104,0.699999988079071,0.30000001192092896
97,52,-3.0,-2.220445916901415e-17,0.9999999403953552,0.800000011920929,0.4000000059604645
98,41,-3.0,-4.44089183380283e-17,1.9999998807907104,0.800000011920929,0.30000001192092896
99,53,-4.000000476837158,-2.220445916901415e-17,0.9999999403953552,0.9000000357627869,0.4000000059604645
100,64,-4.000000476837158,0.0,0.0,0.9000000357627869,0.5
101,65,-5.0,0.0,0.0,1.0,0.5
102,52,-3.0,-2.220445916901415e-17,0.9999999403953552,0.800000011920929,0.4000000059604645
103,64,-4.000000476837158,0.0,0.0,0.9000000357627869,0.5
104,53,-4.000000476837158,-2.220445916901415e-17,0.9999999403953552,0.9000000357627869,0.4000000059604645
105,64,-4.000000476837158,0.0,0.0,0.9000000357627869,0.5
106,76,-5.0,2.220446578645905e-17,-1.000000238418579,1.0,0.6000000238418579
107,65,-5.0,0.0,0.0,1.0,0.5
108,4,0.9999999403953552,-1.1102230246251565e-16,5.0,0.4000000059604645,0.0
109,15,0.9999999403953552,-8.88178432935015e-17,4.0,0.4000000059604645,0.10000000149011612
110,16,0.0,-8.88178432935015e-17,4.0,0.5,0.10000000149011612
111,3,1.9999998807907104,-1.1102230246251565e-16,5.0,0.30000001192092896,0.0
112,15,0.9999999403953552,-8.88178432935015e-17,4.0,0.4000000059604645,0.10000000149011612
113,4,0.9999999403953552,-1.1102230246251565e-16,5.0,0.4000000059604645,0.0
114,16,0.0,-8.88178432935015e-17,4.0,0.5,0.10000000149011612
115,27,0.0,-6.661338412448735e-17,3.0,0.5,0.20000000298023224
116,28,-1.000000238418579,-6.661338412448735e-17,3.0,0.6000000238418579,0.20000000298023224
117,15,0.9999999403953552,-8.88178432935015e-17,4.0,0.4000000059604645,0.10000000149011612
118,27,0.0,-6.661338412448735e-17,3.0,0.5,0.20000000298023224
119,16,0.0,-8.88178432935015e-17,4.0,0.5,0.10000000149011612
120,28,-1.000000238418579,-6.661338412448735e-17,3.0,0.6000000238418579,0.20000000298023224
121,39,-1.000000238418579,-4.44089183380283e-17,1.9999998807907104,0.6000000238418579,0.30000001192092896
122,40,-1.9999998807907104,-4.44089183380283e-17,1.9999998807907104,0.699999988079071,0.30000001192092896
123,27,0.0,-6.661338412448735e-17,3.0,0.5,0.20000000298023224
124,39,-1.000000238418579,-4.44089183380283e-17,1.9999998807907104,0.6000000238418579,0.30000001192092896
125,28,-1.000000238418579,-6.661338412448735e-17,3.0,0.6000000238418579,0.20000000298023224
126,40,-1.9999998807907104,-4.44089183380283e-17,1.9999998807907104,0.699999988079071,0.30000001192092896
127,51,-1.9999998807907104,-2.220445916901415e-17,0.9999999403953552,0.699999988079071,0.4000000059604645
128,52,-3.0,-2.220445916901415e-17,0.9999999403953552,0.800000011920929,0.4000000059604645
129,39,-1.000000238418579,-4.44089183380283e-17,1.9999998807907104,0.6000000238418579,0.30000001192092896
130,51,-1.9999998807907104,-2.220445916901415e-17,0.9999999403953552,0.699999988079071,0.4000000059604645
131,40,-1.9999998807907104,-4.44089183380283e-17,1.9999998807907104,0.699999988079071,0.30000001192092896
132,52,-3.0,-2.220445916901415e-17,0.9999999403953552,0.800000011920929,0.4000000059604645
133,63,-3.0,0.0,0.0,0.800000011920929,0.5
134,64,-4.000000476837158,0.0,0.0,0.9000000357627869,0.5
135,51,-1.9999998807907104,-2.220445916901415e-17,0.9999999403953552,0.699999988079071,0.4000000059604645
136,63,-3.0,0.0,0.0,0.800000011920929,0.5
137,52,-3.0,-2.220445916901415e-17,0.9999999403953552,0.800000011920929,0.4000000059604645
138,64,-4.000000476837158,0.0,0.0,0.9000000357627869,0.5
139,75,-4.000000476837158,2.220446578645905e-17,-1.000000238418579,0.9000000357627869,0.6000000238418579
140,76,-5.0,2.220446578645905e-17,-1.000000238418579,1.0,0.6000000238418579
141,63,-3.0,0.0,0.0,0.800000011920929,0.5
142,75,-4.000000476837158,2.220446578645905e-17,-1.000000238418579,0.9000000357627869,0.6000000238418579
143,64,-4.000000476837158,0.0,0.0,0.9000000357627869,0.5
144,75,-4.000000476837158,2.220446578645905e-17,-1.000000238418579,0.9000000357627869,0.6000000238418579
145,87,-5.0,4.44089183380283e-17,-1.9999998807907104,1.0,0.699999988079071
146,76,-5.0,2.220446578645905e-17,-1.000000238418579,1.0,0.6000000238418579
147,3,1.9999998807907104,-1.1102230246251565e-16,5.0,0.30000001192092896,0.0
148,14,1.9999998807907104,-8.88178432935015e-17,4.0,0.30000001192092896,0.10000000149011612
149,15,0.9999999403953552,-8.88178432935015e-17,4.0,0.4000000059604645,0.10000000149011612
150,2,3.0,-1.1102230246251565e-16,5.0,0.20000000298023224,0.0
151,14,1.9999998807907104,-8.88178432935015e-17,4.0,0.30000001192092896,0.10000000149011612
152,3,1.9999998807907104,-1.1102230246251565e-16,5.0,0.30000001192092896,0.0
153,15,0.9999999403953552,-8.88178432935015e-17,4.0,0.4000000059604645,0.10000000149011612
154,26,0.9999999403953552,-6.661338412448735e-17,3.0,0.4000000059604645,0.20000000298023224
155,27,0.0,-6.661338412448735e-17,3.0,0.5,0.20000000298023224
156,14,1.9999998807907104,-8.88178432935015e-17,4.0,0.30000001192092896,0.10000000149011612
157,26,0.9999999403953552,-6.661338412448735e-17,3.0,0.4000000059604645,0.20000000298023224
158,15,0.9999999403953552,-8.88178432935015e-17,4.0,0.4000000059604645,0.10000000149011612
159,27,0.0,-6.661338412448735e-17,3.0,0.5,0.20000000298023224
160,38,0.0,-4.44089183380283e-17,1.9999998807907104,0.5,0.30000001192092896
161,39,-1.000000238418579,-4.44089183380283e-17,1.9999998807907104,0.6000000238418579,0.30000001192092896
162,26,0.9999999403953552,-6.661338412448735e-17,3.0,0.4000000059604645,0.20000000298023224
163,38,0.0,-4.44089183380283e-17,1.9999998807907104,0.5,0.30000001192092896
164,27,0.0,-6.661338412448735e-17,3.0,0.5,0.20000000298023224
165,39,-1.000000238418579,-4.44089183380283e-17,1.9999998807907104,0.6000000238418579,0.30000001192092896
166,50,-1.000000238418579,-2.220445916901415e-17,0.9999999403953552,0.6000000238418579,0.4000000059604645
167,51,-1.9999998807907104,-2.220445916901415e-17,0.9999999403953552,0.699999988079071,0.4000000059604645
168,38,0.0,-4.44089183380283e-17,1.9999998807907104,0.5,0.30000001192092896
169,50,-1.000000238418579,-2.220445916901415e-17,0.9999999403953552,0.6000000238418579,0.4000000059604645
170,39,-1.000000238418579,-4.44089183380283e-17,1.9999998807907104,0.6000000238418579,0.30000001192092896
171,51,-1.9999998807907104,-2.220445916901415e-17,0.9999999403953552,0.699999988079071,0.4000000059604645
172,62,-1.9999998807907104,0.0,0.0,0.699999988079071,0.5
173,63,-3.0,0.0,0.0,0.800000011920929,0.5
174,50,-1.000000238418579,-2.220445916901415e-17,0.9999999403953552,0.6000000238418579,0.4000000059604645
175,62,-1.9999998807907104,0.0,0.0,0.699999988079071,0.5
176,51,-1.9999998807907104,-2.220445916901415e-17,0.9999999403953552,0.699999988079071,0.4000000059604645
177,63,-3.0,0.0,0.0,0.800000011920929,0.5
178,74,-3.0,2.220446578645905e-17,-1.000000238418579,0.800000011920929,0.6000000238418579
179,75,-4.000000476837158,2.220446578645905e-17,-1.000000238418579,0.9000000357627869,0.6000000238418579
180,62,-1.9999998807907104,0.0,0.0,0.699999988079071,0.5
181,74,-3.0,2.220446578645905e-17,-1.000000238418579,0.800000011920929,0.6000000238418579
182,63,-3.0,0.0,0.0,0.800000011920929,0.5
183,75,-4.000000476837158,2.220446578645905e-17,-1.000000238418579,0.9000000357627869,0.6000000238418579
184,86,-4.000000476837158,4.44089183380283e-17,-1.9999998807907104,0.9000000357627869,0.699999988079071
185,87,-5.0,4.44089183380283e-17,-1.9999998807907104,1.0,0.699999988079071
186,74,-3.0,2.220446578645905e-17,-1.000000238418579,0.800000011920929,0.6000000238418579
187,86,-4.000000476837158,4.44089183380283e-17,-1.9999998807907104,0.9000000357627869,0.699999988079071
188,75,-4.000000476837158,2.220446578645905e-17,-1.000000238418579,0.9000000357627869,0.6000000238418579
189,86,-4.000000476837158,4.44089183380283e-17,-1.9999998807907104,0.9000000357627869,0.699999988079071
190,98,-5.0,6.661338412448735e-17,-3.0,1.0,0.800000011920929
191,87,-5.0,4.44089183380283e-17,-1.9999998807907104,1.0,0.699999988079071
192,86,-4.000000476837158,4.44089183380283e-17,-1.9999998807907104,0.9000000357627869,0.699999988079071
193,97,-4.000000476837158,6.661338412448735e-17,-3.0,0.9000000357627869,0.800000011920929
194,98,-5.0,6.661338412448735e-17,-3.0,1.0,0.800000011920929
195,97,-4.000000476837158,6.661338412448735e-17,-3.0,0.9000000357627869,0.800000011920929
196,109,-5.0,8.88178499109464e-17,-4.000000476837158,1.0,0.9000000357627869
197,98,-5.0,6.661338412448735e-17,-3.0,1.0,0.800000011920929
198,74,-3.0,2.220446578645905e-17,-1.000000238418579,0.800000011920929,0.6000000238418579
199,85,-3.0,4.44089183380283e-17,-1.9999998807907104,0.800000011920929,0.699999988079071
200,86,-4.000000476837158,4.44089183380283e-17,-1.9999998807907104,0.9000000357627869,0.699999988079071
201,85,-3.0,4.44089183380283e-17,-1.9999998807907104,0.800000011920929,0.699999988079071
202,97,-4.000000476837158,6.661338412448735e-17,-3.0,0.9000000357627869,0.800000011920929
203,86,-4.000000476837158,4.44089183380283e-17,-1.9999998807907104,0.9000000357627869,0.699999988079071
204,62,-1.9999998807907104,0.0,0.0,0.699999988079071,0.5
205,73,-1.9999998807907104,2.220446578645905e-17,-1.000000238418579,0.699999988079071,0.6000000238418579
206,74,-3.0,2.220446578645905e-17,-1.000000238418579,0.800000011920929,0.6000000238418579
207,73,-1.9999998807907104,2.220446578645905e-17,-1.000000238418579,0.699999988079071,0.6000000238418579
208,85,-3.0,4.44089183380283e-17,-1.9999998807907104,0.800000011920929,0.699999988079071
209,74,-3.0,2.220446578645905e-17,-1.000000238418579,0.800000011920929,0.6000000238418579
210,50,-1.000000238418579,-2.220445916901415e-17,0.9999999403953552,0.6000000238418579,0.4000000059604645
211,61,-1.000000238418579,0.0,0.0,0.6000000238418579,0.5
212,62,-1.9999998807907104,0.0,0.0,0.699999988079071,0.5
213,61,-1.000000238418579,0.0,0.0,0.6000000238418579,0.5
214,73,-1.9999998807907104,2.220446578645905e-17,-1.000000238418579,0.699999988079071,0.6000000238418579
215,62,-1.9999998807907104,0.0,0.0,0.699999988079071,0.5
216,38,0.0,-4.44089183380283e-17,1.9999998807907104,0.5,0.30000001192092896
217,49,0.0,-2.220445916901415e-17,0.9999999403953552,0.5,0.4000000059604645
218,50,-1.000000238418579,-2.220445916901415e-17,0.9999999403953552,0.6000000238418579,0.4000000059604645
219,49,0.0,-2.220445916901415e-17,0.9999999403953552,0.5,0.4000000059604645
220,61,-1.000000238418579,0.0,0.0,0.6000000238418579,0.5
221,50,-1.000000238418579,-2.220445916901415e-17,0.9999999403953552,0.6000000238418579,0.4000000059604645
222,97,-4.000000476837158,6.661338412448735e-17,-3.0,0.9000000357627869,0.800000011920929
223,108,-4.000000476837158,8.88178499109464e-17,-4.000000476837158,0.9000000357627869,0.9000000357627869
224,109,-5.0,8.88178499109464e-17,-4.000000476837158,1.0,0.9000000357627869
225,108,-4.000000476837158,8.88178499109464e-17,-4.000000476837158,0.9000000357627869,0.9000000357627869
226,120,-5.0,1.1102230246251565e-16,-5.0,1.0,1.0
227,109,-5.0,8.88178499109464e-17,-4.000000476837158,1.0,0.9000000357627869
228,108,-4.000000476837158,8.88178499109464e-17,-4.000000476837158,0.9000000357627869,0.9000000357627869
229,119,-4.000000476837158,1.1102230246251565e-16,-5.0,0.9000000357627869,1.0
230,120,-5.0,1.1102230246251565e-16,-5.0,1.0,1.0
231,85,-3.0,4.44089183380283e-17,-1.9999998807907104,0.800000011920929,0.699999988079071
232,96,-3.0,6.661338412448735e-17,-3.0,0.800000011920929,0.800000011920929
233,97,-4.000000476837158,6.661338412448735e-17,-3.0,0.9000000357627869,0.800000011920929
234,96,-3.0,6.661338412448735e-17,-3.0,0.800000011920929,0.800000011920929
235,108,-4.000000476837158,8.88178499109464e-17,-4.000000476837158,0.9000000357627869,0.9000000357627869
236,97,-4.000000476837158,6.661338412448735e-17,-3.0,0.9000000357627869,0.800000011920929
237,107,-3.0,8.88178499109464e-17,-4.000000476837158,0.800000011920929,0.9000000357627869
238,119,-4.000000476837158,1.1102230246251565e-16,-5.0,0.9000000357627869,1.0
239,108,-4.000000476837158,8.88178499109464e-17,-4.000000476837158,0.9000000357627869,0.9000000357627869
240,96,-3.0,6.661338412448735e-17,-3.0,0.800000011920929,0.800000011920929
241,107,-3.0,8.88178499109464e-17,-4.000000476837158,0.800000011920929,0.9000000357627869
242,108,-4.000000476837158,8.88178499109464e-17,-4.000000476837158,0.9000000357627869,0.9000000357627869
243,107,-3.0,8.88178499109464e-17,-4.000000476837158,0.800000011920929,0.9000000357627869
244,118,-3.0,1.1102230246251565e-16,-5.0,0.800000011920929,1.0
245,119,-4.000000476837158,1.1102230246251565e-16,-5.0,0.9000000357627869,1.0
246,73,-1.9999998807907104,2.220446578645905e-17,-1.000000238418579,0.699999988079071,0.6000000238418579
247,84,-1.9999998807907104,4.44089183380283e-17,-1.9999998807907104,0.699999988079071,0.699999988079071
248,85,-3.0,4.44089183380283e-17,-1.9999998807907104,0.800000011920929,0.699999988079071
249,84,-1.9999998807907104,4.44089183380283e-17,-1.9999998807907104,0.699999988079071,0.699999988079071
250,96,-3.0,6.661338412448735e-17,-3.0,0.800000011920929,0.800000011920929
251,85,-3.0,4.44089183380283e-17,-1.9999998807907104,0.800000011920929,0.699999988079071
252,61,-1.000000238418579,0.0,0.0,0.6000000238418579,0.5
253,72,-1.000000238418579,2.220446578645905e-17,-1.000000238418579,0.6000000238418579,0.6000000238418579
254,73,-1.9999998807907104,2.220446578645905e-17,-1.000000238418579,0.699999988079071,0.6000000238418579
255,72,-1.000000238418579,2.220446578645905e-17,-1.000000238418579,0.6000000238418579,0.6000000238418579
256,84,-1.9999998807907104,4.44089183380283e-17,-1.9999998807907104,0.699999988079071,0.699999988079071
257,73,-1.9999998807907104,2.220446578645905e-17,-1.000000238418579,0.699999988079071,0.6000000238418579
258,95,-1.9999998807907104,6.661338412448735e-17,-3.0,0.699999988079071,0.800000011920929
259,107,-3.0,8.88178499109464e-17,-4.000000476837158,0.800000011920929,0.9000000357627869
260,96,-3.0,6.661338412448735e-17,-3.0,0.800000011920929,0.800000011920929
261,84,-1.9999998807907104,4.44089183380283e-17,-1.9999998807907104,0.699999988079071,0.699999988079071
262,95,-1.9999998807907104,6.661338412448735e-17,-3.0,0.699999988079071,0.800000011920929
263,96,-3.0,6.661338412448735e-17,-3.0,0.800000011920929,0.800000011920929
264,106,-1.9999998807907104,8.88178499109464e-17,-4.000000476837158,0.699999988079071,0.9000000357627869
265,118,-3.0,1.1102230246251565e-16,-5.0,0.800000011920929,1.0
266,107,-3.0,8.88178499109464e-17,-4.000000476837158,0.800000011920929,0.9000000357627869
267,95,-1.9999998807907104,6.661338412448735e-17,-3.0,0.699999988079071,0.800000011920929
268,106,-1.9999998807907104,8.88178499109464e-17,-4.000000476837158,0.699999988079071,0.9000000357627869
269,107,-3.0,8.88178499109464e-17,-4.000000476837158,0.800000011920929,0.9000000357627869
270,106,-1.9999998807907104,8.88178499109464e-17,-4.000000476837158,0.699999988079071,0.9000000357627869
271,117,-1.9999998807907104,1.1102230246251565e-16,-5.0,0.699999988079071,1.0
272,118,-3.0,1.1102230246251565e-16,-5.0,0.800000011920929,1.0
273,83,-1.000000238418579,4.44089183380283e-17,-1.9999998807907104,0.6000000238418579,0.699999988079071
274,95,-1.9999998807907104,6.661338412448735e-17,-3.0,0.699999988079071,0.800000011920929
275,84,-1.9999998807907104,4.44089183380283e-17,-1.9999998807907104,0.699999988079071,0.699999988079071
276,72,-1.000000238418579,2.220446578645905e-17,-1.000000238418579,0.6000000238418579,0.6000000238418579
277,83,-1.000000238418579,4.44089183380283e-17,-1.9999998807907104,0.6000000238418579,0.699999988079071
278,84,-1.9999998807907104,4.44089183380283e-17,-1.9999998807907104,0.699999988079071,0.699999988079071
279,60,0.0,0.0,0.0,0.5,0.5
280,72,-1.000000238418579,2.220446578645905e-17,-1.000000238418579,0.6000000238418579,0.6000000238418579
281,61,-1.000000238418579,0.0,0.0,0.6000000238418579,0.5
282,49,0.0,-2.220445916901415e-17,0.9999999403953552,0.5,0.4000000059604645
283,60,0.0,0.0,0.0,0.5,0.5
284,61,-1.000000238418579,0.0,0.0,0.6000000238418579,0.5
285,94,-1.000000238418579,6.661338412448735e-17,-3.0,0.6000000238418579,0.800000011920929
286,106,-1.9999998807907104,8.88178499109464e-17,-4.000000476837158,0.699999988079071,0.9000000357627869
287,95,-1.9999998807907104,6.661338412448735e-17,-3.0,0.699999988079071,0.800000011920929
288,83,-1.000000238418579,4.44089183380283e-17,-1.9999998807907104,0.6000000238418579,0.699999988079071
289,94,-1.000000238418579,6.661338412448735e-17,-3.0,0.6000000238418579,0.800000011920929
290,95,-1.9999998807907104,6.661338412448735e-17,-3.0,0.699999988079071,0.800000011920929
291,105,-1.000000238418579,8.88178499109464e-17,-4.000000476837158,0.6000000238418579,0.9000000357627869
292,117,-1.9999998807907104,1.1102230246251565e-16,-5.0,0.699999988079071,1.0
293,106,-1.9999998807907104,8.88178499109464e-17,-4.000000476837158,0.699999988079071,0.9000000357627869
294,94,-1.000000238418579,6.661338412448735e-17,-3.0,0.6000000238418579,0.800000011920929
295,105,-1.000000238418579,8.88178499109464e-17,-4.000000476837158,0.6000000238418579,0.9000000357627869
296,106,-1.9999998807907104,8.88178499109464e-17,-4.000000476837158,0.699999988079071,0.9000000357627869
297,105,-1.000000238418579,8.88178499109464e-17,-4.000000476837158,0.6000000238418579,0.9000000357627869
298,116,-1.000000238418579,1.1102230246251565e-16,-5.0,0.6000000238418579,1.0
299,117,-1.9999998807907104,1.1102230246251565e-16,-5.0,0.699999988079071,1.0
300,71,0.0,2.220446578645905e-17,-1.000000238418579,0.5,0.6000000238418579
301,83,-1.000000238418579,4.44089183380283e-17,-1.9999998807907104,0.6000000238418579,0.699999988079071
302,72,-1.000000238418579,2.220446578645905e-17,-1.000000238418579,0.6000000238418579,0.6000000238418579
303,60,0.0,0.0,0.0,0.5,0.5
304,71,0.0,2.220446578645905e-17,-1.000000238418579,0.5,0.6000000238418579
305,72,-1.000000238418579,2.220446578645905e-17,-1.000000238418579,0.6000000238418579,0.6000000238418579
306,82,0.0,4.44089183380283e-17,-1.9999998807907104,0.5,0.699999988079071
307,94,-1.000000238418579,6.661338412448735e-17,-3.0,0.6000000238418579,0.800000011920929
308,83,-1.000000238418579,4.44089183380283e-17,-1.9999998807907104,0.6000000238418579,0.699999988079071
309,71,0.0,2.220446578645905e-17,-1.000000238418579,0.5,0.6000000238418579
310,82,0.0,4.44089183380283e-17,-1.9999998807907104,0.5,0.699999988079071
311,83,-1.000000238418579,4.44089183380283e-17,-1.9999998807907104,0.6000000238418579,0.699999988079071
