VTX,IDX,in_POSITION0.x,in_POSITION0.y,in_POSITION0.z,in_COLOR0.x,in_COLOR0.y,in_COLOR0.z,in_COLOR0.w,in_TEXCOORD0.x,in_TEXCOORD0.y,in_TEXCOORD1.x,in_TEXCOORD1.y,in_TEXCOORD2.x,in_TEXCOORD2.y
13,464,183.413818359375,-0.32262122631073,48.35853576660156,1.0,0.08627450980392157,0.03137254901960784,0.09803921568627451,0.875,0.25,0.875,0.25,0.875,0.25
14,465,184.5262451171875,-0.4388449192047119,49.333045959472656,1.0,0.08627450980392157,0.03137254901960784,0.09803921568627451,0.875,0.0,0.875,0.0,0.875,0.0
15,463,183.31788635253906,-2.4782464504241943,48.249847412109375,1.0,0.08627450980392157,0.03137254901960784,0.09803921568627451,0.75,0.25,0.75,0.25,0.75,0.25
16,465,184.5262451171875,-0.4388449192047119,49.333045959472656,1.0,0.08627450980392157,0.03137254901960784,0.09803921568627451,0.875,0.0,0.875,0.0,0.875,0.0
17,466,184.43031311035156,-2.594470262527466,49.22435760498047,1.0,0.08627450980392157,0.03137254901960784,0.09803921568627451,0.75,0.0,0.75,0.0,0.75,0.0
18,467,183.1792755126953,-2.4634954929351807,48.35163879394531,1.0,0.08627450980392157,0.03137254901960784,0.12941176470588237,0.75,0.25,0.75,0.25,0.75,0.25
19,468,183.27105712890625,-0.4010384678840637,48.45563507080078,1.0,0.08627450980392157,0.03137254901960784,0.12941176470588237,0.875,0.25,0.875,0.25,0.875,0.25
20,469,184.17401123046875,-0.4951551556587219,49.24689483642578,1.0,0.08627450980392157,0.03137254901960784,0.12941176470588237,0.875,0.0,0.875,0.0,0.875,0.0
21,467,183.1792755126953,-2.4634954929351807,48.35163879394531,1.0,0.08627450980392157,0.03137254901960784,0.12941176470588237,0.75,0.25,0.75,0.25,0.75,0.25
22,469,184.17401123046875,-0.4951551556587219,49.24689483642578,1.0,0.08627450980392157,0.03137254901960784,0.12941176470588237,0.875,0.0,0.875,0.0,0.875,0.0
23,470,184.0822296142578,-2.557612180709839,49.14289855957031,1.0,0.08627450980392157,0.03137254901960784,0.12941176470588237,0.75,0.0,0.75,0.0,0.75,0.0
24,471,183.75096130371094,-2.4215757846832275,49.406982421875,1.0,0.12549019607843137,0.043137254901960784,0.803921568627451,0.375,0.5,0.375,0.5,0.375,0.5
25,472,183.8108367919922,-1.075721263885498,49.47484588623047,1.0,0.12549019607843137,0.043137254901960784,0.803921568627451,0.5,0.5,0.5,0.5,0.5,0.5
26,473,184.7244415283203,-1.1723344326019287,50.27381896972656,1.0,0.12549019607843137,0.043137254901960784,0.803921568627451,0.5,0.25,0.5,0.25,0.5,0.25
27,471,183.75096130371094,-2.4215757846832275,49.406982421875,1.0,0.12549019607843137,0.043137254901960784,0.803921568627451,0.375,0.5,0.375,0.5,0.375,0.5
28,473,184.7244415283203,-1.1723344326019287,50.27381896972656,1.0,0.12549019607843137,0.043137254901960784,0.803921568627451,0.5,0.25,0.5,0.25,0.5,0.25
29,474,184.66456604003906,-2.5181891918182373,50.205955505371094,1.0,0.12549019607843137,0.043137254901960784,0.803921568627451,0.375,0.25,0.375,0.25,0.375,0.25
30,475,183.97154235839844,-2.88458514213562,50.79072189331055,1.0,0.5019607843137255,0.16470588235294117,0.9607843137254902,0.0,0.75,0.0,0.75,0.0,0.75
31,476,184.0489959716797,-1.144656777381897,50.87844467163086,1.0,0.5019607843137255,0.16470588235294117,0.9607843137254902,0.125,0.75,0.125,0.75,0.125,0.75
32,477,184.9226531982422,-1.2382980585098267,51.6409797668457,1.0,0.5019607843137255,0.16470588235294117,0.9607843137254902,0.125,0.5,0.125,0.5,0.125,0.5
33,475,183.97154235839844,-2.88458514213562,50.79072189331055,1.0,0.5019607843137255,0.16470588235294117,0.9607843137254902,0.0,0.75,0.0,0.75,0.0,0.75
34,477,184.9226531982422,-1.2382980585098267,51.6409797668457,1.0,0.5019607843137255,0.16470588235294117,0.9607843137254902,0.125,0.5,0.125,0.5,0.125,0.5
35,478,184.84519958496094,-2.97822642326355,51.55325698852539,1.0,0.5019607843137255,0.16470588235294117,0.9607843137254902,0.0,0.5,0.0,0.5,0.0,0.5
36,479,183.20779418945312,-2.6711978912353516,50.15149688720703,1.0,0.08627450980392157,0.03137254901960784,0.6235294117647059,0.0,0.25,0.0,0.25,0.0,0.25
37,480,183.29727172851562,-0.6606341004371643,50.25286865234375,1.0,0.08627450980392157,0.03137254901960784,0.6235294117647059,0.125,0.25,0.125,0.25,0.125,0.25
38,481,184.48971557617188,-0.7871667742729187,51.295166015625,1.0,0.08627450980392157,0.03137254901960784,0.6235294117647059,0.125,0.0,0.125,0.0,0.125,0.0
39,479,183.20779418945312,-2.6711978912353516,50.15149688720703,1.0,0.08627450980392157,0.03137254901960784,0.6235294117647059,0.0,0.25,0.0,0.25,0.0,0.25
40,481,184.48971557617188,-0.7871667742729187,51.295166015625,1.0,0.08627450980392157,0.03137254901960784,0.6235294117647059,0.125,0.0,0.125,0.0,0.125,0.0
41,482,184.40023803710938,-2.7977304458618164,51.19379425048828,1.0,0.08627450980392157,0.03137254901960784,0.6235294117647059,0.0,0.0,0.0,0.0,0.0,0.0
42,483,183.65406799316406,-2.5348141193389893,50.776432037353516,1.0,0.27058823529411763,0.09019607843137255,0.8784313725490196,0.75,0.75,0.75,0.75,0.75,0.75
43,484,183.7117156982422,-1.2391778230667114,50.84174728393555,1.0,0.27058823529411763,0.09019607843137255,0.8784313725490196,0.875,0.75,0.875,0.75,0.875,0.75
44,485,184.6446075439453,-1.3388739824295044,51.65634536743164,1.0,0.27058823529411763,0.09019607843137255,0.8784313725490196,0.875,0.5,0.875,0.5,0.875,0.5
45,483,183.65406799316406,-2.5348141193389893,50.776432037353516,1.0,0.27058823529411763,0.09019607843137255,0.8784313725490196,0.75,0.75,0.75,0.75,0.75,0.75
46,485,184.6446075439453,-1.3388739824295044,51.65634536743164,1.0,0.27058823529411763,0.09019607843137255,0.8784313725490196,0.875,0.5,0.875,0.5,0.875,0.5
47,486,184.5869598388672,-2.6345102787017822,51.59103012084961,1.0,0.27058823529411763,0.09019607843137255,0.8784313725490196,0.75,0.5,0.75,0.5,0.75,0.5
48,487,183.75582885742188,-2.824856758117676,50.143367767333984,1.0,0.7176470588235294,0.43137254901960786,0.7450980392156863,0.5,1.0,0.5,1.0,0.5,1.0
49,488,183.8148956298828,-1.4980698823928833,50.210269927978516,1.0,0.7176470588235294,0.43137254901960786,0.7450980392156863,0.625,1.0,0.625,1.0,0.625,1.0
50,489,184.4267120361328,-1.563019871711731,50.74501419067383,1.0,0.7176470588235294,0.43137254901960786,0.7450980392156863,0.625,0.75,0.625,0.75,0.625,0.75
51,487,183.75582885742188,-2.824856758117676,50.143367767333984,1.0,0.7176470588235294,0.43137254901960786,0.7450980392156863,0.5,1.0,0.5,1.0,0.5,1.0
52,489,184.4267120361328,-1.563019871711731,50.74501419067383,1.0,0.7176470588235294,0.43137254901960786,0.7450980392156863,0.625,0.75,0.625,0.75,0.625,0.75
53,490,184.36764526367188,-2.8898067474365234,50.6781120300293,1.0,0.7176470588235294,0.43137254901960786,0.7450980392156863,0.5,0.75,0.5,0.75,0.5,0.75
54,491,184.64163208007812,-2.478637933731079,50.44765090942383,1.0,0.9294117647058824,0.8549019607843137,0.1607843137254902,0.125,1.0,0.125,1.0,0.125,1.0
55,492,184.6527557373047,-2.228313684463501,50.460269927978516,1.0,0.9294117647058824,0.8549019607843137,0.1607843137254902,0.25,1.0,0.25,1.0,0.25,1.0
56,493,184.78248596191406,-2.2421791553497314,50.57355880737305,1.0,0.9294117647058824,0.8549019607843137,0.1607843137254902,0.25,0.75,0.25,0.75,0.25,0.75
57,491,184.64163208007812,-2.478637933731079,50.44765090942383,1.0,0.9294117647058824,0.8549019607843137,0.1607843137254902,0.125,1.0,0.125,1.0,0.125,1.0
58,493,184.78248596191406,-2.2421791553497314,50.57355880737305,1.0,0.9294117647058824,0.8549019607843137,0.1607843137254902,0.25,0.75,0.25,0.75,0.25,0.75
59,494,184.7713623046875,-2.4925034046173096,50.56093978881836,1.0,0.9294117647058824,0.8549019607843137,0.1607843137254902,0.125,0.75,0.125,0.75,0.125,0.75
